epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,learning_rate
1,0.8004610052949831,0.6887045620883142,0.6933117221048046,0.7892938496583144,7e-05
2,0.6941179785678433,0.7748231275920956,0.7138282303658053,0.7562642369020501,7e-05
3,0.6753415549839669,0.7777506708953403,0.6564691141417467,0.7984054669703873,7e-05
4,0.6554688236049746,0.7909246157599414,0.6941578176407173,0.7870159453302962,7e-05
5,0.6302560703816662,0.8109294949987802,0.6568839862297771,0.8041002277904328,7e-05
6,0.6211649434803229,0.8123932666504026,0.6473331766410949,0.816628701594533,7e-05
7,0.6075117060049885,0.8226396682117589,0.6739933500257331,0.7904328018223234,7e-05
8,0.5872931980336402,0.8343498414247378,0.6864771855176174,0.8097949886104784,7e-05
9,0.5769742295404096,0.8392290802634789,0.6665436721879964,0.8041002277904328,7e-05
10,0.5658660571032484,0.8484996340570871,0.6488762802034956,0.8257403189066059,7e-05
11,0.5490754381145725,0.8626494266894364,0.6998143553190731,0.7995444191343963,7e-05
12,0.5322442856408468,0.8738716760185411,0.6937521785701326,0.8029612756264237,7e-05
13,0.5234225711231553,0.8809465723347157,0.6916097353694107,0.8314350797266514,7e-05
14,0.5283765976939093,0.8799707245669676,0.6738397252315269,0.8234624145785877,7e-05
15,0.5085371505795353,0.894608441083191,0.6342714815856656,0.8496583143507973,7e-05
16,0.4931356187461789,0.898999756038058,0.6766303490533373,0.8143507972665148,7e-05
17,0.49564034569754956,0.9002195657477433,0.7094402421851365,0.826879271070615,7e-05
18,0.48635809323822005,0.903147109050988,0.7180563212798777,0.8246013667425968,7e-05
19,0.46434148677124226,0.9160770919736521,0.6607909427959989,0.8405466970387244,3.5e-05
20,0.44891881172061987,0.9246157599414492,0.6341951728410221,0.8405466970387244,3.5e-05
